
These predictions were generated by FAST (v7.02.00d-bjj, 20-Feb-2013)-Compiled as S-Function for Simulink on 15-May-2017 at 12:01:24.
The aerodynamic calculations were made by AeroDyn (v13.00.02a-bjj, 20-Feb-2013).

 Input files for FAST v7.02.

Time	uWind	vWind	wWind	OoPDefl1	OoPDefl2	OoPDefl3	IPDefl1	IPDefl2	IPDefl3	NcIMUTAxs	NcIMUTAys	NcIMUTAzs	RootMOoP1	RootMOoP2	RootMOoP3	RootMIP1	RootMIP2	RootMIP3	RootMFlp1	RootMFlp2	RootMFlp3	RootMEdg1	RootMEdg2	RootMEdg3	TwrBsMxt	TwrBsMyt	TwrBsMzt	LSSTipMya	LSSTipMza	LSSTipVxa	GenPwr	GenTq	GenSpeed	BlPitch1	Azimuth	RotPwr	RotThrust	RotSpeed	HSShftTq
(s)	(m/s)	(m/s)	(m/s)	(m)	(m)	(m)	(m)	(m)	(m)	(m/s^2)	(m/s^2)	(m/s^2)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(rpm)	(kW)	(kN·m)	(rpm)	(deg)	(deg)	(kW)	(kN)	(rpm)	(kN·m)
   0.606	 3.288E+01	 0.000E+00	 0.000E+00	 7.274E+00	 6.841E+00	 5.891E+00	-7.271E-01	-7.918E-01	 3.461E-02	 1.848E+00	 8.855E-02	 1.782E-01	 1.461E+04	 1.353E+04	 1.207E+04	 1.798E+03	 2.591E+03	-3.578E+03	 1.461E+04	 1.353E+04	 1.207E+04	 1.771E+03	 2.566E+03	-3.600E+03	-1.285E+03	 3.524E+04	 1.832E+03	 1.783E+03	 1.421E+03	 5.482E+00	 0.000E+00	 0.000E+00	 5.340E+02	 1.060E-01	 1.885E+01	 5.162E+02	 1.097E+03	 5.482E+00	 9.270E+00
   0.622	 3.288E+01	 0.000E+00	 0.000E+00	 7.326E+00	 6.913E+00	 5.931E+00	-7.353E-01	-7.595E-01	-4.681E-03	 1.784E+00	 3.685E-02	 1.814E-01	 1.465E+04	 1.355E+04	 1.205E+04	 1.815E+03	 2.338E+03	-3.371E+03	 1.465E+04	 1.356E+04	 1.204E+04	 1.788E+03	 2.313E+03	-3.393E+03	-6.783E+02	 3.809E+04	 1.890E+03	 1.829E+03	 1.467E+03	 5.506E+00	 0.000E+00	 0.000E+00	 5.366E+02	 1.060E-01	 1.937E+01	 4.978E+02	 1.098E+03	 5.506E+00	 8.899E+00
   0.638	 3.288E+01	 0.000E+00	 0.000E+00	 7.365E+00	 6.971E+00	 5.961E+00	-7.415E-01	-7.257E-01	-4.276E-02	 1.732E+00	-1.014E-02	 1.898E-01	 1.469E+04	 1.360E+04	 1.205E+04	 1.831E+03	 2.090E+03	-3.166E+03	 1.469E+04	 1.360E+04	 1.204E+04	 1.804E+03	 2.064E+03	-3.188E+03	-3.654E+01	 4.108E+04	 1.946E+03	 1.853E+03	 1.505E+03	 5.530E+00	 0.000E+00	 0.000E+00	 5.390E+02	 1.060E-01	 1.989E+01	 4.784E+02	 1.102E+03	 5.530E+00	 8.516E+00
   0.656	 3.288E+01	 0.000E+00	 0.000E+00	 7.392E+00	 7.016E+00	 5.978E+00	-7.452E-01	-6.826E-01	-8.603E-02	 1.680E+00	-7.432E-02	 2.049E-01	 1.474E+04	 1.370E+04	 1.206E+04	 1.841E+03	 1.796E+03	-2.920E+03	 1.474E+04	 1.370E+04	 1.206E+04	 1.814E+03	 1.771E+03	-2.943E+03	 7.521E+02	 4.484E+04	 2.018E+03	 1.845E+03	 1.578E+03	 5.558E+00	 0.000E+00	 0.000E+00	 5.418E+02	 1.060E-01	 2.051E+01	 4.541E+02	 1.110E+03	 5.558E+00	 8.042E+00
   0.669	 3.288E+01	 0.000E+00	 0.000E+00	 7.398E+00	 7.031E+00	 5.980E+00	-7.452E-01	-6.526E-01	-1.128E-01	 1.651E+00	-1.159E-01	 2.164E-01	 1.477E+04	 1.379E+04	 1.208E+04	 1.840E+03	 1.608E+03	-2.759E+03	 1.477E+04	 1.379E+04	 1.208E+04	 1.813E+03	 1.582E+03	-2.781E+03	 1.244E+03	 4.744E+04	 2.075E+03	 1.816E+03	 1.648E+03	 5.576E+00	 0.000E+00	 0.000E+00	 5.435E+02	 1.060E-01	 2.093E+01	 4.376E+02	 1.118E+03	 5.576E+00	 7.726E+00
   0.684	 3.288E+01	 0.000E+00	 0.000E+00	 7.392E+00	 7.032E+00	 5.969E+00	-7.421E-01	-6.141E-01	-1.429E-01	 1.616E+00	-1.507E-01	 2.299E-01	 1.479E+04	 1.393E+04	 1.212E+04	 1.837E+03	 1.381E+03	-2.563E+03	 1.480E+04	 1.394E+04	 1.212E+04	 1.809E+03	 1.355E+03	-2.586E+03	 1.763E+03	 5.075E+04	 2.167E+03	 1.742E+03	 1.749E+03	 5.598E+00	 3.964E+01	 7.500E-01	 5.455E+02	 1.060E-01	 2.145E+01	 4.175E+02	 1.130E+03	 5.598E+00	 7.342E+00
   0.700	 3.288E+01	 0.000E+00	 0.000E+00	 7.375E+00	 7.020E+00	 5.951E+00	-7.366E-01	-5.752E-01	-1.702E-01	 1.579E+00	-1.755E-01	 2.405E-01	 1.481E+04	 1.409E+04	 1.216E+04	 1.829E+03	 1.163E+03	-2.372E+03	 1.481E+04	 1.409E+04	 1.216E+04	 1.802E+03	 1.136E+03	-2.395E+03	 2.174E+03	 5.408E+04	 2.272E+03	 1.647E+03	 1.867E+03	 5.619E+00	 9.304E+01	 1.750E+00	 5.472E+02	 1.060E-01	 2.198E+01	 4.000E+02	 1.144E+03	 5.619E+00	 7.009E+00
   0.719	 3.288E+01	 0.000E+00	 0.000E+00	 7.338E+00	 6.986E+00	 5.917E+00	-7.264E-01	-5.285E-01	-1.981E-01	 1.528E+00	-1.812E-01	 2.488E-01	 1.481E+04	 1.428E+04	 1.220E+04	 1.818E+03	 9.229E+02	-2.159E+03	 1.481E+04	 1.428E+04	 1.219E+04	 1.790E+03	 8.965E+02	-2.182E+03	 2.470E+03	 5.808E+04	 2.416E+03	 1.524E+03	 2.012E+03	 5.642E+00	 1.466E+02	 2.750E+00	 5.488E+02	 1.060E-01	 2.261E+01	 3.847E+02	 1.162E+03	 5.642E+00	 6.713E+00
   0.731	 3.288E+01	 0.000E+00	 0.000E+00	 7.304E+00	 6.951E+00	 5.888E+00	-7.174E-01	-4.980E-01	-2.134E-01	 1.485E+00	-1.819E-01	 2.490E-01	 1.479E+04	 1.440E+04	 1.221E+04	 1.807E+03	 7.773E+02	-2.024E+03	 1.479E+04	 1.440E+04	 1.220E+04	 1.779E+03	 7.506E+02	-2.046E+03	 2.522E+03	 6.074E+04	 2.514E+03	 1.430E+03	 2.126E+03	 5.655E+00	 1.869E+02	 3.500E+00	 5.495E+02	 1.060E-01	 2.303E+01	 3.792E+02	 1.174E+03	 5.655E+00	 6.600E+00
   0.747	 3.288E+01	 0.000E+00	 0.000E+00	 7.250E+00	 6.897E+00	 5.844E+00	-7.042E-01	-4.615E-01	-2.285E-01	 1.418E+00	-1.598E-01	 2.434E-01	 1.474E+04	 1.451E+04	 1.220E+04	 1.795E+03	 6.169E+02	-1.873E+03	 1.474E+04	 1.451E+04	 1.220E+04	 1.768E+03	 5.901E+02	-1.895E+03	 2.404E+03	 6.402E+04	 2.629E+03	 1.323E+03	 2.237E+03	 5.670E+00	 2.407E+02	 4.500E+00	 5.502E+02	 1.060E-01	 2.356E+01	 3.785E+02	 1.186E+03	 5.670E+00	 6.572E+00
   0.763	 3.288E+01	 0.000E+00	 0.000E+00	 7.188E+00	 6.834E+00	 5.796E+00	-6.900E-01	-4.272E-01	-2.406E-01	 1.338E+00	-1.449E-01	 2.320E-01	 1.467E+04	 1.459E+04	 1.217E+04	 1.782E+03	 4.752E+02	-1.733E+03	 1.468E+04	 1.459E+04	 1.216E+04	 1.755E+03	 4.482E+02	-1.755E+03	 2.157E+03	 6.727E+04	 2.727E+03	 1.227E+03	 2.353E+03	 5.682E+00	 2.948E+02	 5.500E+00	 5.507E+02	 1.060E-01	 2.410E+01	 3.825E+02	 1.197E+03	 5.682E+00	 6.628E+00
   0.781	 3.288E+01	 0.000E+00	 0.000E+00	 7.102E+00	 6.748E+00	 5.731E+00	-6.718E-01	-3.902E-01	-2.507E-01	 1.223E+00	-1.154E-01	 2.107E-01	 1.456E+04	 1.461E+04	 1.209E+04	 1.769E+03	 3.342E+02	-1.587E+03	 1.457E+04	 1.461E+04	 1.209E+04	 1.742E+03	 3.072E+02	-1.609E+03	 1.671E+03	 7.112E+04	 2.812E+03	 1.140E+03	 2.447E+03	 5.692E+00	 3.404E+02	 6.347E+00	 5.509E+02	 1.060E-01	 2.474E+01	 3.945E+02	 1.207E+03	 5.692E+00	 6.824E+00
   0.794	 3.288E+01	 0.000E+00	 0.000E+00	 7.037E+00	 6.684E+00	 5.684E+00	-6.597E-01	-3.692E-01	-2.548E-01	 1.132E+00	-8.705E-02	 1.916E-01	 1.447E+04	 1.456E+04	 1.202E+04	 1.762E+03	 2.606E+02	-1.507E+03	 1.447E+04	 1.456E+04	 1.202E+04	 1.736E+03	 2.337E+02	-1.529E+03	 1.253E+03	 7.365E+04	 2.842E+03	 1.101E+03	 2.470E+03	 5.697E+00	 3.495E+02	 6.515E+00	 5.510E+02	 1.060E-01	 2.516E+01	 4.060E+02	 1.210E+03	 5.697E+00	 7.017E+00
   0.809	 3.288E+01	 0.000E+00	 0.000E+00	 6.949E+00	 6.598E+00	 5.621E+00	-6.455E-01	-3.483E-01	-2.573E-01	 1.005E+00	-6.180E-02	 1.635E-01	 1.433E+04	 1.443E+04	 1.190E+04	 1.755E+03	 1.949E+02	-1.427E+03	 1.433E+04	 1.443E+04	 1.190E+04	 1.729E+03	 1.682E+02	-1.449E+03	 6.638E+02	 7.679E+04	 2.842E+03	 1.088E+03	 2.470E+03	 5.700E+00	 3.585E+02	 6.681E+00	 5.512E+02	 1.060E-01	 2.570E+01	 4.220E+02	 1.212E+03	 5.700E+00	 7.288E+00
   0.825	 3.288E+01	 0.000E+00	 0.000E+00	 6.855E+00	 6.508E+00	 5.555E+00	-6.325E-01	-3.321E-01	-2.582E-01	 8.688E-01	-3.371E-02	 1.330E-01	 1.417E+04	 1.425E+04	 1.177E+04	 1.750E+03	 1.498E+02	-1.366E+03	 1.418E+04	 1.425E+04	 1.176E+04	 1.724E+03	 1.234E+02	-1.388E+03	 7.087E+01	 7.991E+04	 2.815E+03	 1.099E+03	 2.428E+03	 5.703E+00	 3.760E+02	 7.004E+00	 5.514E+02	 1.060E-01	 2.623E+01	 4.378E+02	 1.211E+03	 5.703E+00	 7.558E+00
   0.844	 3.288E+01	 0.000E+00	 0.000E+00	 6.733E+00	 6.392E+00	 5.471E+00	-6.192E-01	-3.206E-01	-2.566E-01	 6.882E-01	 4.486E-04	 9.253E-02	 1.396E+04	 1.394E+04	 1.158E+04	 1.749E+03	 1.261E+02	-1.321E+03	 1.396E+04	 1.394E+04	 1.158E+04	 1.723E+03	 1.003E+02	-1.342E+03	-6.073E+02	 8.364E+04	 2.742E+03	 1.147E+03	 2.314E+03	 5.705E+00	 3.845E+02	 7.161E+00	 5.516E+02	 1.060E-01	 2.687E+01	 4.568E+02	 1.204E+03	 5.705E+00	 7.883E+00
   0.856	 3.288E+01	 0.000E+00	 0.000E+00	 6.648E+00	 6.311E+00	 5.411E+00	-6.122E-01	-3.183E-01	-2.541E-01	 5.656E-01	 1.605E-02	 6.562E-02	 1.382E+04	 1.370E+04	 1.144E+04	 1.750E+03	 1.324E+02	-1.309E+03	 1.382E+04	 1.370E+04	 1.144E+04	 1.725E+03	 1.071E+02	-1.330E+03	-9.920E+02	 8.614E+04	 2.669E+03	 1.204E+03	 2.207E+03	 5.707E+00	 3.929E+02	 7.314E+00	 5.517E+02	 1.060E-01	 2.730E+01	 4.694E+02	 1.199E+03	 5.707E+00	 8.099E+00
   0.872	 3.288E+01	 0.000E+00	 0.000E+00	 6.536E+00	 6.204E+00	 5.334E+00	-6.059E-01	-3.219E-01	-2.491E-01	 4.037E-01	 3.335E-02	 3.099E-02	 1.362E+04	 1.334E+04	 1.126E+04	 1.757E+03	 1.665E+02	-1.317E+03	 1.362E+04	 1.334E+04	 1.126E+04	 1.732E+03	 1.418E+02	-1.338E+03	-1.340E+03	 8.927E+04	 2.555E+03	 1.293E+03	 2.035E+03	 5.711E+00	 4.010E+02	 7.464E+00	 5.520E+02	 1.060E-01	 2.784E+01	 4.866E+02	 1.189E+03	 5.711E+00	 8.389E+00
   0.888	 3.288E+01	 0.000E+00	 0.000E+00	 6.421E+00	 6.092E+00	 5.255E+00	-6.012E-01	-3.299E-01	-2.426E-01	 2.465E-01	 4.527E-02	-1.535E-03	 1.343E+04	 1.296E+04	 1.109E+04	 1.765E+03	 2.221E+02	-1.341E+03	 1.343E+04	 1.296E+04	 1.109E+04	 1.741E+03	 1.981E+02	-1.361E+03	-1.555E+03	 9.242E+04	 2.427E+03	 1.390E+03	 1.841E+03	 5.717E+00	 4.169E+02	 7.754E+00	 5.523E+02	 1.060E-01	 2.837E+01	 5.065E+02	 1.180E+03	 5.717E+00	 8.722E+00
   0.906	 3.288E+01	 0.000E+00	 0.000E+00	 6.279E+00	 5.951E+00	 5.155E+00	-5.981E-01	-3.463E-01	-2.320E-01	 5.730E-02	 4.715E-02	-3.927E-02	 1.320E+04	 1.249E+04	 1.089E+04	 1.783E+03	 3.235E+02	-1.396E+03	 1.320E+04	 1.249E+04	 1.089E+04	 1.759E+03	 3.004E+02	-1.416E+03	-1.584E+03	 9.624E+04	 2.252E+03	 1.510E+03	 1.584E+03	 5.727E+00	 4.245E+02	 7.892E+00	 5.526E+02	 1.060E-01	 2.902E+01	 5.367E+02	 1.169E+03	 5.727E+00	 9.225E+00
   0.919	 3.288E+01	 0.000E+00	 0.000E+00	 6.183E+00	 5.852E+00	 5.087E+00	-5.972E-01	-3.609E-01	-2.228E-01	-6.765E-02	 3.899E-02	-6.301E-02	 1.304E+04	 1.218E+04	 1.076E+04	 1.799E+03	 4.135E+02	-1.448E+03	 1.304E+04	 1.218E+04	 1.075E+04	 1.775E+03	 3.910E+02	-1.468E+03	-1.445E+03	 9.881E+04	 2.125E+03	 1.589E+03	 1.405E+03	 5.737E+00	 4.319E+02	 8.027E+00	 5.530E+02	 1.060E-01	 2.945E+01	 5.628E+02	 1.161E+03	 5.737E+00	 9.656E+00
   0.934	 3.288E+01	 0.000E+00	 0.000E+00	 6.061E+00	 5.723E+00	 5.000E+00	-5.970E-01	-3.826E-01	-2.081E-01	-2.149E-01	 2.038E-02	-8.966E-02	 1.285E+04	 1.180E+04	 1.062E+04	 1.823E+03	 5.531E+02	-1.532E+03	 1.285E+04	 1.180E+04	 1.061E+04	 1.800E+03	 5.313E+02	-1.552E+03	-1.091E+03	 1.021E+05	 1.955E+03	 1.671E+03	 1.182E+03	 5.753E+00	 4.392E+02	 8.157E+00	 5.535E+02	 1.060E-01	 2.999E+01	 6.045E+02	 1.153E+03	 5.753E+00	 1.034E+01
   0.950	 3.288E+01	 0.000E+00	 0.000E+00	 5.938E+00	 5.589E+00	 4.911E+00	-5.969E-01	-4.059E-01	-1.908E-01	-3.578E-01	-5.668E-03	-1.146E-01	 1.266E+04	 1.144E+04	 1.048E+04	 1.852E+03	 7.113E+02	-1.629E+03	 1.267E+04	 1.145E+04	 1.048E+04	 1.829E+03	 6.901E+02	-1.649E+03	-6.208E+02	 1.053E+05	 1.782E+03	 1.735E+03	 9.694E+02	 5.770E+00	 4.532E+02	 8.405E+00	 5.542E+02	 1.060E-01	 3.053E+01	 6.539E+02	 1.147E+03	 5.770E+00	 1.116E+01
   0.969	 3.288E+01	 0.000E+00	 0.000E+00	 5.792E+00	 5.422E+00	 4.804E+00	-5.966E-01	-4.357E-01	-1.655E-01	-5.212E-01	-4.669E-02	-1.412E-01	 1.245E+04	 1.105E+04	 1.034E+04	 1.891E+03	 9.283E+02	-1.764E+03	 1.245E+04	 1.105E+04	 1.034E+04	 1.867E+03	 9.079E+02	-1.784E+03	 9.669E+01	 1.093E+05	 1.571E+03	 1.788E+03	 7.316E+02	 5.793E+00	 4.600E+02	 8.523E+00	 5.553E+02	 1.060E-01	 3.118E+01	 7.251E+02	 1.142E+03	 5.793E+00	 1.232E+01
   0.981	 3.288E+01	 0.000E+00	 0.000E+00	 5.696E+00	 5.307E+00	 4.732E+00	-5.958E-01	-4.561E-01	-1.454E-01	-6.231E-01	-7.400E-02	-1.567E-01	 1.231E+04	 1.083E+04	 1.027E+04	 1.920E+03	 1.088E+03	-1.868E+03	 1.231E+04	 1.083E+04	 1.026E+04	 1.897E+03	 1.068E+03	-1.887E+03	 6.327E+02	 1.120E+05	 1.432E+03	 1.796E+03	 5.893E+02	 5.809E+00	 4.667E+02	 8.636E+00	 5.562E+02	 1.060E-01	 3.161E+01	 7.791E+02	 1.140E+03	 5.809E+00	 1.320E+01
   0.997	 3.288E+01	 0.000E+00	 0.000E+00	 5.578E+00	 5.160E+00	 4.643E+00	-5.937E-01	-4.812E-01	-1.166E-01	-7.439E-01	-1.095E-01	-1.735E-01	 1.214E+04	 1.058E+04	 1.018E+04	 1.957E+03	 1.300E+03	-2.009E+03	 1.214E+04	 1.058E+04	 1.018E+04	 1.935E+03	 1.281E+03	-2.028E+03	 1.310E+03	 1.154E+05	 1.263E+03	 1.787E+03	 4.358E+02	 5.828E+00	 4.733E+02	 8.744E+00	 5.577E+02	 1.060E-01	 3.216E+01	 8.512E+02	 1.140E+03	 5.828E+00	 1.438E+01
   1.012	 3.288E+01	 0.000E+00	 0.000E+00	 5.462E+00	 5.011E+00	 4.555E+00	-5.906E-01	-5.054E-01	-8.515E-02	-8.589E-01	-1.372E-01	-1.883E-01	 1.197E+04	 1.036E+04	 1.011E+04	 1.996E+03	 1.518E+03	-2.162E+03	 1.197E+04	 1.036E+04	 1.011E+04	 1.973E+03	 1.499E+03	-2.181E+03	 1.940E+03	 1.187E+05	 1.101E+03	 1.757E+03	 2.991E+02	 5.847E+00	 4.862E+02	 8.947E+00	 5.594E+02	 1.060E-01	 3.270E+01	 9.232E+02	 1.141E+03	 5.847E+00	 1.554E+01
   1.025	 3.288E+01	 0.000E+00	 0.000E+00	 5.373E+00	 4.892E+00	 4.487E+00	-5.872E-01	-5.239E-01	-5.768E-02	-9.469E-01	-1.550E-01	-1.984E-01	 1.184E+04	 1.020E+04	 1.006E+04	 2.025E+03	 1.695E+03	-2.291E+03	 1.184E+04	 1.021E+04	 1.005E+04	 2.003E+03	 1.676E+03	-2.310E+03	 2.379E+03	 1.215E+05	 9.783E+02	 1.720E+03	 2.074E+02	 5.860E+00	 4.926E+02	 9.041E+00	 5.610E+02	 1.060E-01	 3.314E+01	 9.789E+02	 1.143E+03	 5.860E+00	 1.645E+01
   1.044	 3.288E+01	 0.000E+00	 0.000E+00	 5.243E+00	 4.713E+00	 4.387E+00	-5.809E-01	-5.498E-01	-1.369E-02	-1.073E+00	-1.705E-01	-2.112E-01	 1.165E+04	 1.000E+04	 9.982E+03	 2.068E+03	 1.957E+03	-2.497E+03	 1.165E+04	 1.001E+04	 9.977E+03	 2.046E+03	 1.938E+03	-2.515E+03	 2.890E+03	 1.255E+05	 8.076E+02	 1.653E+03	 9.299E+01	 5.877E+00	 4.989E+02	 9.132E+00	 5.636E+02	 1.060E-01	 3.380E+01	 1.054E+03	 1.146E+03	 5.877E+00	 1.766E+01
   1.059	 3.288E+01	 0.000E+00	 0.000E+00	 5.142E+00	 4.567E+00	 4.308E+00	-5.744E-01	-5.690E-01	 2.531E-02	-1.174E+00	-1.650E-01	-2.194E-01	 1.149E+04	 9.853E+03	 9.922E+03	 2.100E+03	 2.164E+03	-2.680E+03	 1.150E+04	 9.857E+03	 9.917E+03	 2.079E+03	 2.146E+03	-2.698E+03	 3.099E+03	 1.289E+05	 6.828E+02	 1.589E+03	 1.546E+01	 5.889E+00	 5.051E+02	 9.217E+00	 5.661E+02	 1.060E-01	 3.435E+01	 1.102E+03	 1.150E+03	 5.889E+00	 1.842E+01
   1.075	 3.288E+01	 0.000E+00	 0.000E+00	 5.044E+00	 4.424E+00	 4.233E+00	-5.676E-01	-5.866E-01	 6.490E-02	-1.272E+00	-1.468E-01	-2.261E-01	 1.134E+04	 9.709E+03	 9.862E+03	 2.130E+03	 2.358E+03	-2.866E+03	 1.135E+04	 9.713E+03	 9.856E+03	 2.109E+03	 2.340E+03	-2.884E+03	 3.159E+03	 1.323E+05	 5.693E+02	 1.528E+03	-5.736E+01	 5.899E+00	 5.174E+02	 9.375E+00	 5.687E+02	 1.060E-01	 3.491E+01	 1.136E+03	 1.153E+03	 5.899E+00	 1.896E+01
   1.088	 3.288E+01	 0.000E+00	 0.000E+00	 4.971E+00	 4.313E+00	 4.176E+00	-5.619E-01	-5.992E-01	 9.685E-02	-1.349E+00	-1.217E-01	-2.306E-01	 1.123E+04	 9.597E+03	 9.812E+03	 2.151E+03	 2.500E+03	-3.020E+03	 1.123E+04	 9.602E+03	 9.807E+03	 2.130E+03	 2.483E+03	-3.038E+03	 3.067E+03	 1.350E+05	 4.887E+02	 1.483E+03	-1.108E+02	 5.905E+00	 5.233E+02	 9.448E+00	 5.709E+02	 1.060E-01	 3.535E+01	 1.150E+03	 1.155E+03	 5.905E+00	 1.918E+01
   1.106	 3.288E+01	 0.000E+00	 0.000E+00	 4.868E+00	 4.153E+00	 4.096E+00	-5.536E-01	-6.157E-01	 1.442E-01	-1.462E+00	-7.048E-02	-2.361E-01	 1.107E+04	 9.421E+03	 9.734E+03	 2.178E+03	 2.690E+03	-3.251E+03	 1.107E+04	 9.426E+03	 9.728E+03	 2.158E+03	 2.672E+03	-3.269E+03	 2.745E+03	 1.389E+05	 3.812E+02	 1.433E+03	-1.942E+02	 5.914E+00	 5.291E+02	 9.516E+00	 5.742E+02	 1.060E-01	 3.601E+01	 1.151E+03	 1.157E+03	 5.914E+00	 1.916E+01
   1.122	 3.288E+01	 0.000E+00	 0.000E+00	 4.791E+00	 4.030E+00	 4.035E+00	-5.471E-01	-6.266E-01	 1.822E-01	-1.555E+00	-1.489E-02	-2.401E-01	 1.095E+04	 9.265E+03	 9.666E+03	 2.198E+03	 2.817E+03	-3.443E+03	 1.095E+04	 9.270E+03	 9.659E+03	 2.177E+03	 2.800E+03	-3.461E+03	 2.306E+03	 1.422E+05	 3.061E+02	 1.413E+03	-2.707E+02	 5.920E+00	 5.347E+02	 9.581E+00	 5.768E+02	 1.060E-01	 3.657E+01	 1.127E+03	 1.158E+03	 5.920E+00	 1.874E+01
   1.137	 3.288E+01	 0.000E+00	 0.000E+00	 4.719E+00	 3.913E+00	 3.978E+00	-5.414E-01	-6.356E-01	 2.184E-01	-1.646E+00	 4.404E-02	-2.440E-01	 1.083E+04	 9.096E+03	 9.596E+03	 2.216E+03	 2.923E+03	-3.630E+03	 1.084E+04	 9.101E+03	 9.589E+03	 2.196E+03	 2.906E+03	-3.647E+03	 1.815E+03	 1.453E+05	 2.386E+02	 1.414E+03	-3.588E+02	 5.927E+00	 5.453E+02	 9.698E+00	 5.793E+02	 1.060E-01	 3.712E+01	 1.091E+03	 1.158E+03	 5.927E+00	 1.811E+01
   1.150	 3.288E+01	 0.000E+00	 0.000E+00	 4.666E+00	 3.826E+00	 3.937E+00	-5.374E-01	-6.409E-01	 2.455E-01	-1.719E+00	 9.280E-02	-2.474E-01	 1.075E+04	 8.950E+03	 9.539E+03	 2.230E+03	 2.987E+03	-3.773E+03	 1.076E+04	 8.955E+03	 9.532E+03	 2.210E+03	 2.970E+03	-3.790E+03	 1.396E+03	 1.478E+05	 1.917E+02	 1.432E+03	-4.388E+02	 5.933E+00	 5.501E+02	 9.751E+00	 5.811E+02	 1.060E-01	 3.757E+01	 1.051E+03	 1.157E+03	 5.933E+00	 1.743E+01
   1.169	 3.288E+01	 0.000E+00	 0.000E+00	 4.595E+00	 3.705E+00	 3.880E+00	-5.328E-01	-6.459E-01	 2.829E-01	-1.828E+00	 1.619E-01	-2.545E-01	 1.065E+04	 8.726E+03	 9.455E+03	 2.251E+03	 3.055E+03	-3.973E+03	 1.065E+04	 8.731E+03	 9.447E+03	 2.231E+03	 3.039E+03	-3.990E+03	 7.975E+02	 1.513E+05	 1.316E+02	 1.480E+03	-5.648E+02	 5.944E+00	 5.546E+02	 9.801E+00	 5.835E+02	 1.060E-01	 3.824E+01	 9.795E+02	 1.156E+03	 5.944E+00	 1.622E+01
   1.184	 3.288E+01	 0.000E+00	 0.000E+00	 4.545E+00	 3.616E+00	 3.839E+00	-5.304E-01	-6.464E-01	 3.096E-01	-1.917E+00	 2.109E-01	-2.625E-01	 1.058E+04	 8.528E+03	 9.388E+03	 2.271E+03	 3.078E+03	-4.118E+03	 1.059E+04	 8.533E+03	 9.380E+03	 2.251E+03	 3.062E+03	-4.135E+03	 4.112E+02	 1.541E+05	 9.435E+01	 1.550E+03	-6.854E+02	 5.955E+00	 5.588E+02	 9.847E+00	 5.851E+02	 1.060E-01	 3.880E+01	 9.123E+02	 1.154E+03	 5.955E+00	 1.508E+01
   1.200	 3.288E+01	 0.000E+00	 0.000E+00	 4.501E+00	 3.535E+00	 3.802E+00	-5.291E-01	-6.443E-01	 3.332E-01	-2.006E+00	 2.511E-01	-2.726E-01	 1.053E+04	 8.331E+03	 9.326E+03	 2.293E+03	 3.080E+03	-4.245E+03	 1.054E+04	 8.337E+03	 9.319E+03	 2.273E+03	 3.065E+03	-4.262E+03	 1.484E+02	 1.567E+05	 6.608E+01	 1.631E+03	-8.096E+02	 5.967E+00	 5.661E+02	 9.930E+00	 5.864E+02	 1.060E-01	 3.935E+01	 8.450E+02	 1.153E+03	 5.967E+00	 1.394E+01
   1.219	 3.288E+01	 0.000E+00	 0.000E+00	 4.457E+00	 3.448E+00	 3.764E+00	-5.291E-01	-6.377E-01	 3.563E-01	-2.111E+00	 2.816E-01	-2.887E-01	 1.049E+04	 8.109E+03	 9.261E+03	 2.323E+03	 3.053E+03	-4.367E+03	 1.049E+04	 8.114E+03	 9.253E+03	 2.304E+03	 3.038E+03	-4.384E+03	 5.701E+01	 1.597E+05	 4.721E+01	 1.743E+03	-9.556E+02	 5.982E+00	 5.691E+02	 9.966E+00	 5.875E+02	 1.060E-01	 4.003E+01	 7.664E+02	 1.152E+03	 5.982E+00	 1.261E+01
   1.234	 3.288E+01	 0.000E+00	 0.000E+00	 4.430E+00	 3.386E+00	 3.738E+00	-5.308E-01	-6.279E-01	 3.698E-01	-2.194E+00	 2.899E-01	-3.056E-01	 1.048E+04	 7.939E+03	 9.222E+03	 2.354E+03	 3.000E+03	-4.434E+03	 1.048E+04	 7.945E+03	 9.214E+03	 2.335E+03	 2.986E+03	-4.451E+03	 2.388E+02	 1.619E+05	 4.705E+01	 1.846E+03	-1.077E+03	 5.995E+00	 5.718E+02	 1.000E+01	 5.881E+02	 1.060E-01	 4.059E+01	 7.084E+02	 1.153E+03	 5.995E+00	 1.163E+01
   1.250	 3.288E+01	 0.000E+00	 0.000E+00	 4.409E+00	 3.330E+00	 3.715E+00	-5.335E-01	-6.154E-01	 3.797E-01	-2.275E+00	 2.861E-01	-3.244E-01	 1.048E+04	 7.789E+03	 9.194E+03	 2.389E+03	 2.931E+03	-4.478E+03	 1.049E+04	 7.795E+03	 9.186E+03	 2.369E+03	 2.917E+03	-4.495E+03	 5.778E+02	 1.640E+05	 5.572E+01	 1.949E+03	-1.192E+03	 6.008E+00	 5.762E+02	 1.006E+01	 5.884E+02	 1.060E-01	 4.115E+01	 6.572E+02	 1.155E+03	 6.008E+00	 1.077E+01
